nth   paddr      vaddr       len  size section type    string
12150 0x000b7a60 0x1400b8860 54   110  .rdata  utf16le (extra_window_flags & ImGuiWindowFlags_ChildMenu) == 0
12151 0x000b7ad0 0x1400b88d0 12   13   .rdata  ascii   ##Popup_%08x
12152 0x000b7ae0 0x1400b88e0 35   36   .rdata  ascii   Calling EndPopup() in wrong window!
12153 0x000b7b10 0x1400b8910 118  238  .rdata  utf16le ((window->Flags & ImGuiWindowFlags_Popup) != 0 && g.BeginPopupStack.Size > 0) && "Calling EndPopup() in wrong window!"
12154 0x000b7c00 0x1400b8a00 25   52   .rdata  utf16le g.CurrentWindow == window
12155 0x000b7c38 0x1400b8a38 28   58   .rdata  utf16le window->RootWindow == window
12156 0x000b7c80 0x1400b8a80 36   74   .rdata  utf16le g.WindowsFocusOrder[order] == window
12157 0x000b7cd0 0x1400b8ad0 37   76   .rdata  utf16le !g.WindowsFocusOrder.contains(window)
12158 0x000b7d20 0x1400b8b20 49   100  .rdata  utf16le g.WindowsFocusOrder[window->FocusOrder] == window
12159 0x000b7d88 0x1400b8b88 28   58   .rdata  utf16le window == window->RootWindow
12160 0x000b7dd0 0x1400b8bd0 40   82   .rdata  utf16le g.WindowsFocusOrder[cur_order] == window
12161 0x000b7e30 0x1400b8c30 39   80   .rdata  utf16le g.WindowsFocusOrder[n]->FocusOrder == n
12162 0x000b7e80 0x1400b8c80 64   65   .rdata  ascii   [focus] FocusWindow("%s", UnlessBelowModal): prevented by "%s".\n
12163 0x000b7ed0 0x1400b8cd0 46   94   .rdata  utf16le window == 0 || window->RootWindowDockTree != 0
12164 0x000b7f30 0x1400b8d30 27   28   .rdata  ascii   [focus] SetNavWindow("%s")\n
12165 0x000b7f50 0x1400b8d50 66   134  .rdata  utf16le nav_layer == ImGuiNavLayer_Main || nav_layer == ImGuiNavLayer_Menu
12166 0x000b7fe0 0x1400b8de0 77   156  .rdata  utf16le (window->ChildFlags | g.NavWindow->ChildFlags) & ImGuiChildFlags_NavFlattened
12167 0x000b8080 0x1400b8e80 64   130  .rdata  utf16le g.NextItemData.SelectionUserData != ((ImGuiSelectionUserData)-1)
12168 0x000b8110 0x1400b8f10 36   74   .rdata  utf16le g.NavMoveForwardToNextFrame == false
12169 0x000b8160 0x1400b8f60 100  202  .rdata  utf16le (wrap_flags & ImGuiNavMoveFlags_WrapMask_ ) != 0 && (wrap_flags & ~ImGuiNavMoveFlags_WrapMask_) == 0
12170 0x000b8230 0x1400b9030 57   58   .rdata  ascii   [focus] NavRestoreLayer: from "%s" to SetNavWindow("%s")\n
12171 0x000b8270 0x1400b9070 21   44   .rdata  utf16le window == g.NavWindow
12172 0x000b82a0 0x1400b90a0 83   84   .rdata  ascii   [nav] NavInitRequest: from NavInitWindow(), init_for_nav=%d, window="%s", layer=%d\n
12173 0x000b8300 0x1400b9100 68   138  .rdata  utf16le g.NavLayer == ImGuiNavLayer_Main || g.NavLayer == ImGuiNavLayer_Menu
12174 0x000b8390 0x1400b9190 38   78   .rdata  utf16le g.NavActivateDownId == g.NavActivateId
12175 0x000b83e0 0x1400b91e0 72   73   .rdata  ascii   [nav] NavInitRequest: ApplyResult: NavID 0x%08X in Layer %d Window "%s"\n
12176 0x000b8430 0x1400b9230 66   134  .rdata  utf16le g.NavMoveDir != ImGuiDir_None && g.NavMoveClipDir != ImGuiDir_None
12177 0x000b84c0 0x1400b92c0 44   90   .rdata  utf16le g.NavMoveFlags & ImGuiNavMoveFlags_Forwarded
12178 0x000b8520 0x1400b9320 31   32   .rdata  ascii   [nav] NavMoveRequestForward %d\n
12179 0x000b8540 0x1400b9340 55   56   .rdata  ascii   [nav] NavInitRequest: from move, window "%s", layer=%d\n
12180 0x000b8578 0x1400b9378 56   57   .rdata  ascii   [nav] NavMoveRequest: clamp NavRectRel for gamepad move\n
12181 0x000b85b8 0x1400b93b8 26   54   .rdata  utf16le !scoring_rect.IsInverted()
12182 0x000b85f0 0x1400b93f0 29   60   .rdata  utf16le g.NavMoveDir == ImGuiDir_None
12183 0x000b8630 0x1400b9430 48   49   .rdata  ascii   [nav] NavMoveSubmitted but not led to a result!\n
12184 0x000b8668 0x1400b9468 29   60   .rdata  utf16le g.NavWindow && result->Window
12185 0x000b86a8 0x1400b94a8 43   44   .rdata  ascii   [focus] NavMoveRequest: SetNavWindow("%s")\n
12186 0x000b86e0 0x1400b94e0 66   67   .rdata  ascii   [nav] NavMoveRequest: result NavID 0x%08X in Layer %d Window "%s"\n
12187 0x000b8728 0x1400b9528 31   32   .rdata  ascii   [nav] NavUpdateCancelRequest()\n
12188 0x000b8748 0x1400b9548 26   54   .rdata  utf16le child_window->ChildId != 0
12189 0x000b8780 0x1400b9580 20   42   .rdata  utf16le g.NavWindowingTarget
12190 0x000b87b0 0x1400b95b0 20   21   .rdata  ascii   ##NavUpdateWindowing
12191 0x000b87c8 0x1400b95c8 16   34   .rdata  utf16le shared_mods != 0
12192 0x000b87f0 0x1400b95f0 13   14   .rdata  ascii   ##MainMenuBar
12193 0x000b8800 0x1400b9600 11   12   .rdata  ascii   (Dock node)
12194 0x000b8810 0x1400b9610 25   52   .rdata  utf16le g.NavWindowingTarget != 0
12195 0x000b8848 0x1400b9648 21   22   .rdata  ascii   ##NavWindowingOverlay
12196 0x000b8860 0x1400b9660 11   24   .rdata  utf16le window != 0
12197 0x000b8878 0x1400b9678 27   28   .rdata  ascii   [dragdrop] ClearDragDrop()\n
12198 0x000b8898 0x1400b9698 16   17   .rdata  ascii   ##Tooltip_Hidden
12199 0x000b88b0 0x1400b96b0 13   14   .rdata  ascii   #SourceExtern
12200 0x000b88c0 0x1400b96c0 31   64   .rdata  utf16le g.DragDropWithinTarget == false
12201 0x000b8900 0x1400b9700 14   30   .rdata  utf16le source_id != 0
12202 0x000b8920 0x1400b9720 9    10   .rdata  ascii    (EXTERN)
12203 0x000b8930 0x1400b9730 77   78   .rdata  ascii   [dragdrop] BeginDragDropSource() DragDropActive = true, source_id = 0x%08X%s\n
12204 0x000b8988 0x1400b9788 16   34   .rdata  utf16le g.DragDropActive
12205 0x000b89b0 0x1400b97b0 62   126  .rdata  utf16le g.DragDropWithinSource && "Not after a BeginDragDropSource()?"
12206 0x000b8a30 0x1400b9830 21   44   .rdata  utf16le payload.SourceId != 0
12207 0x000b8a60 0x1400b9860 66   134  .rdata  utf16le g.DragDropWithinTarget == false && g.DragDropWithinSource == false
12208 0x000b8ae8 0x1400b98e8 28   58   .rdata  utf16le payload.DataFrameCount != -1
12209 0x000b8b28 0x1400b9928 61   62   .rdata  ascii   [dragdrop] AcceptDragDropPayload(): 0x%08X: payload delivery\n
12210 0x000b8b68 0x1400b9968 22   46   .rdata  utf16le g.DragDropWithinTarget
12211 0x000b8ba0 0x1400b99a0 7    8    .rdata  ascii   %*s%.*s
12212 0x000b8ba8 0x1400b99a8 21   44   .rdata  utf16le g.LogEnabled == false
12213 0x000b8be0 0x1400b99e0 37   76   .rdata  utf16le g.LogFile == 0 && g.LogBuffer.empty()
12214 0x000b8c30 0x1400b9a30 49   100  .rdata  utf16le ImIsPowerOfTwo(flags & ImGuiLogFlags_OutputMask_)
12215 0x000b8c98 0x1400b9a98 25   52   .rdata  utf16le g.SettingsWindows.empty()
12216 0x000b8cd0 0x1400b9ad0 43   88   .rdata  utf16le FindSettingsHandler(handler->TypeName) == 0
12217 0x000b8d30 0x1400b9b30 9    10   .rdata  ascii   Pos=%i,%i
12218 0x000b8d40 0x1400b9b40 10   11   .rdata  ascii   Size=%i,%i
12219 0x000b8d50 0x1400b9b50 17   18   .rdata  ascii   ViewportId=0x%08X
12220 0x000b8d68 0x1400b9b68 17   18   .rdata  ascii   ViewportPos=%i,%i
12221 0x000b8d80 0x1400b9b80 12   13   .rdata  ascii   Collapsed=%d
12222 0x000b8d90 0x1400b9b90 10   11   .rdata  ascii   IsChild=%d
12223 0x000b8da0 0x1400b9ba0 14   15   .rdata  ascii   DockId=0x%X,%d
12224 0x000b8db0 0x1400b9bb0 11   12   .rdata  ascii   DockId=0x%X
12225 0x000b8dc0 0x1400b9bc0 12   13   .rdata  ascii   ClassId=0x%X
12226 0x000b8dd0 0x1400b9bd0 26   54   .rdata  utf16le settings->ID == window->ID
12227 0x000b8e10 0x1400b9c10 63   128  .rdata  utf16le window->DockNode == 0 || window->DockNode->ID == window->DockId
12228 0x000b8e90 0x1400b9c90 9    10   .rdata  ascii   [%s][%s]\n
12229 0x000b8ea0 0x1400b9ca0 10   11   .rdata  ascii   IsChild=1\n
12230 0x000b8eb0 0x1400b9cb0 11   12   .rdata  ascii   Size=%d,%d\n
12231 0x000b8ec0 0x1400b9cc0 18   19   .rdata  ascii   ViewportPos=%d,%d\n
12232 0x000b8ed8 0x1400b9cd8 18   19   .rdata  ascii   ViewportId=0x%08X\n
12233 0x000b8ef0 0x1400b9cf0 10   11   .rdata  ascii   Pos=%d,%d\n
12234 0x000b8f00 0x1400b9d00 13   14   .rdata  ascii   Collapsed=%d\n
12235 0x000b8f10 0x1400b9d10 14   15   .rdata  ascii   DockId=0x%08X\n
12236 0x000b8f20 0x1400b9d20 17   18   .rdata  ascii   DockId=0x%08X,%d\n
12237 0x000b8f38 0x1400b9d38 15   16   .rdata  ascii   ClassId=0x%08X\n
12238 0x000b8f50 0x1400b9d50 53   108  .rdata  utf16le g.CurrentDpiScale > 0.0f && g.CurrentDpiScale < 99.0f
12239 0x000b8fc0 0x1400b9dc0 36   74   .rdata  utf16le window == window->RootWindowDockTree
12240 0x000b9010 0x1400b9e10 50   51   .rdata  ascii   [viewport] Window '%s' merge into Viewport 0X%08X\n
12241 0x000b9050 0x1400b9e50 83   168  .rdata  utf16le viewport->Window == 0 && (viewport->Flags & ImGuiViewportFlags_CanHostOtherWindows)
12242 0x000b9100 0x1400b9f00 47   96   .rdata  utf16le g.PlatformIO.Viewports.Size <= g.Viewports.Size
12243 0x000b9170 0x1400b9f70 86   87   .rdata  ascii   [viewport] Focused viewport changed %08X -> %08X '%s', attempting to apply our focus.\n
12244 0x000b91d0 0x1400b9fd0 46   94   .rdata  utf16le main_viewport->ID == IMGUI_VIEWPORT_DEFAULT_ID
12245 0x000b9230 0x1400ba030 26   54   .rdata  utf16le main_viewport->Window == 0
12246 0x000b9270 0x1400ba070 76   154  .rdata  utf16le insets.x >= 0.0f && insets.y >= 0.0f && insets.z >= 0.0f && insets.w >= 0.0f
12247 0x000b9310 0x1400ba110 45   92   .rdata  utf16le new_dpi_scale > 0.0f && new_dpi_scale < 99.0f
12248 0x000b9370 0x1400ba170 20   42   .rdata  utf16le g.MouseViewport != 0
12249 0x000b93a0 0x1400ba1a0 21   44   .rdata  utf16le viewport->Window != 0
12250 0x000b93d0 0x1400ba1d0 34   35   .rdata  ascii   [viewport] Add Viewport %08X '%s'\n
12251 0x000b9400 0x1400ba200 41   84   .rdata  utf16le window == 0 || viewport->ID == window->ID
12252 0x000b9458 0x1400ba258 37   38   .rdata  ascii   [viewport] Delete Viewport %08X '%s'\n
12253 0x000b9480 0x1400ba280 50   102  .rdata  utf16le g.PlatformIO.Viewports.contains(viewport) == false
12254 0x000b94f0 0x1400ba2f0 38   78   .rdata  utf16le g.Viewports[viewport->Idx] == viewport
12255 0x000b9540 0x1400ba340 72   146  .rdata  utf16le window->DockNode->HostWindow->Viewport == window->ParentWindow->Viewport
12256 0x000b95d8 0x1400ba3d8 60   61   .rdata  ascii   [viewport] Window '%s' steal Viewport %08X from Window '%s'\n
12257 0x000b9618 0x1400ba418 45   46   .rdata  ascii   [viewport] Destroy Platform Window %08X '%s'\n
12258 0x000b9650 0x1400ba450 66   134  .rdata  utf16le viewport->RendererUserData == 0 && viewport->PlatformUserData == 0
12259 0x000b96e0 0x1400ba4e0 99   200  .rdata  utf16le viewport->RendererUserData == 0 && viewport->PlatformUserData == 0 && viewport->PlatformHandle == 0
12260 0x000b97a8 0x1400ba5a8 15   16   .rdata  ascii   ##DockNode_%02X
12261 0x000b97b8 0x1400ba5b8 7    8    .rdata  ascii   Docking
12262 0x000b97c0 0x1400ba5c0 13   28   .rdata  utf16le ctx == GImGui
12263 0x000b97e0 0x1400ba5e0 34   35   .rdata  ascii   [docking] DockContextRebuildNodes\n
12264 0x000b9810 0x1400ba610 37   76   .rdata  utf16le DockContextFindNodeByID(ctx, id) == 0
12265 0x000b9860 0x1400ba660 36   37   .rdata  ascii   [docking] DockContextAddNode 0x%08X\n
12266 0x000b9888 0x1400ba688 39   40   .rdata  ascii   [docking] DockContextRemoveNode 0x%08X\n
12267 0x000b98b0 0x1400ba6b0 46   94   .rdata  utf16le DockContextFindNodeByID(ctx, node->ID) == node
12268 0x000b9910 0x1400ba710 52   106  .rdata  utf16le node->ChildNodes[0] == 0 && node->ChildNodes[1] == 0
12269 0x000b9980 0x1400ba780 23   48   .rdata  utf16le node->Windows.Size == 0
12270 0x000b99b0 0x1400ba7b0 72   146  .rdata  utf16le parent_node->ChildNodes[0] == node || parent_node->ChildNodes[1] == node
12271 0x000b9a48 0x1400ba848 19   40   .rdata  utf16le g.Windows.Size == 0
12272 0x000b9a70 0x1400ba870 60   61   .rdata  ascii   [docking] DockContextPruneUnusedSettingsNodes: Prune 0x%08X\n
12273 0x000b9ab0 0x1400ba8b0 68   69   .rdata  ascii   [docking] DockContextPruneUnusedSettingsNodes: Merge 0x%08X->0X%08X\n
12274 0x000b9b00 0x1400ba900 72   73   .rdata  ascii   [docking] DockContextBuildNodesFromSettings: skip duplicate node 0x%08X\n
12275 0x000b9b50 0x1400ba950 9    20   .rdata  utf16le node != 0
12276 0x000b9b68 0x1400ba968 17   36   .rdata  utf16le target != payload
12277 0x000b9b90 0x1400ba990 135  272  .rdata  utf16le (req->Type == ImGuiDockRequestType_Dock && req->DockPayload != 0) || (req->Type == ImGuiDockRequestType_Split && req->DockPayload == 0)
12278 0x000b9ca0 0x1400baaa0 54   110  .rdata  utf16le req->DockTargetWindow != 0 || req->DockTargetNode != 0
12279 0x000b9d10 0x1400bab10 88   89   .rdata  ascii   [docking] DockContextProcessDock node 0x%08X target '%s' dock window '%s', split_dir %d\n
12280 0x000b9d70 0x1400bab70 59   60   .rdata  ascii   [docking] DockContextProcessDock node 0x%08X, split_dir %d\n
12281 0x000b9db0 0x1400babb0 36   74   .rdata  utf16le node->LastFrameAlive <= g.FrameCount
12282 0x000b9e00 0x1400bac00 70   142  .rdata  utf16le node->Windows.Size > 0 || node->IsSplitNode() || node->IsCentralNode()
12283 0x000b9e90 0x1400bac90 38   78   .rdata  utf16le payload_node->OnlyNodeWithWindows != 0
12284 0x000b9ee0 0x1400bace0 35   72   .rdata  utf16le visible_node->TabBar->Tabs.Size > 0
12285 0x000b9f28 0x1400bad28 22   46   .rdata  utf16le last_focused_node != 0
12286 0x000b9f60 0x1400bad60 59   120  .rdata  utf16le last_focused_root_node == DockNodeGetRootNode(payload_node)
12287 0x000b9fe0 0x1400bade0 88   89   .rdata  ascii   [docking] DockContextProcessUndockWindow window '%s', clear_persistent_docking_ref = %d\n
12288 0x000ba040 0x1400bae40 49   50   .rdata  ascii   [docking] DockContextProcessUndockNode node %08X\n
12289 0x000ba078 0x1400bae78 18   38   .rdata  utf16le node->IsLeafNode()
12290 0x000ba0a0 0x1400baea0 23   48   .rdata  utf16le node->Windows.Size >= 1
12291 0x000ba0d0 0x1400baed0 82   166  .rdata  utf16le node->ParentNode->ChildNodes[0] == node || node->ParentNode->ChildNodes[1] == node
12292 0x000ba178 0x1400baf78 11   24   .rdata  utf16le TabBar == 0
12293 0x000ba190 0x1400baf90 32   66   .rdata  utf16le window->DockNode->ID != node->ID
12294 0x000ba1d8 0x1400bafd8 52   53   .rdata  ascii   [docking] DockNodeAddWindow node 0x%08X window '%s'\n
12295 0x000ba210 0x1400bb010 24   50   .rdata  utf16le window->DockNode == node
12296 0x000ba250 0x1400bb050 45   92   .rdata  utf16le save_dock_id == 0 || save_dock_id == node->ID
12297 0x000ba2b0 0x1400bb0b0 55   56   .rdata  ascii   [docking] DockNodeRemoveWindow node 0x%08X window '%s'\n
12298 0x000ba2e8 0x1400bb0e8 6    14   .rdata  utf16le erased
12299 0x000ba2f8 0x1400bb0f8 27   56   .rdata  utf16le dst_node->Windows.Size == 0
12300 0x000ba330 0x1400bb130 44   90   .rdata  utf16le src_node && dst_node && dst_node != src_node
12301 0x000ba390 0x1400bb190 53   108  .rdata  utf16le src_node->Windows.Size <= src_node->TabBar->Tabs.Size
12302 0x000ba400 0x1400bb200 22   46   .rdata  utf16le info->CentralNode == 0
12303 0x000ba430 0x1400bb230 107  216  .rdata  utf16le node->IsLeafNode() && "If you get this assert: please submit .ini file + repro of actions leading to this."
12304 0x000ba510 0x1400bb310 107  216  .rdata  utf16le node->ParentNode == 0 || node->ParentNode->ChildNodes[0] == node || node->ParentNode->ChildNodes[1] == node
12305 0x000ba5e8 0x1400bb3e8 27   56   .rdata  utf16le node->WantMouseMove == true
12306 0x000ba620 0x1400bb420 37   76   .rdata  utf16le node->LastFrameActive != g.FrameCount
12307 0x000ba670 0x1400bb470 65   66   .rdata  ascii   [viewport] Node %08X transfer Viewport %08X->%08X to Window '%s'\n
12308 0x000ba6b8 0x1400bb4b8 22   46   .rdata  utf16le node->Windows.Size > 0
12309 0x000ba6e8 0x1400bb4e8 16   34   .rdata  utf16le node->HostWindow
12310 0x000ba710 0x1400bb510 17   36   .rdata  utf16le node->TabBar == 0
12311 0x000ba738 0x1400bb538 19   40   .rdata  utf16le node->IsDockSpace()
12312 0x000ba768 0x1400bb568 11   12   .rdata  ascii   #WindowMenu
12313 0x000ba778 0x1400bb578 12   13   .rdata  ascii    (will sort)
12314 0x000ba788 0x1400bb588 51   52   .rdata  ascii   [docking] In node 0x%08X: %d new appearing tabs:%s\n
12315 0x000ba7c0 0x1400bb5c0 37   38   .rdata  ascii   [docking] - Tab 0x%08X '%s' Order %d\n
12316 0x000ba7e8 0x1400bb5e8 60   61   .rdata  ascii   [docking] SelectedTabId = 0x%08X, NavWindow->TabId = 0x%08X\n
12317 0x000ba828 0x1400bb628 9    10   .rdata  ascii   #TITLEBAR
12318 0x000ba840 0x1400bb640 36   74   .rdata  utf16le ref_node_for_rect->IsVisible == true
12319 0x000ba890 0x1400bb690 30   62   .rdata  utf16le g.CurrentWindow == host_window
12320 0x000ba8d0 0x1400bb6d0 93   188  .rdata  utf16le root_payload->DockNodeAsHost->Windows.Size <= root_payload->DockNodeAsHost->TabBar->Tabs.Size
12321 0x000ba990 0x1400bb790 28   58   .rdata  utf16le split_axis != ImGuiAxis_None
12322 0x000ba9d0 0x1400bb7d0 17   36   .rdata  utf16le size_avail > 0.0f
12323 0x000ba9f8 0x1400bb7f8 18   38   .rdata  utf16le child_0 || child_1
12324 0x000baa20 0x1400bb820 58   118  .rdata  utf16le merge_lead_child == child_0 || merge_lead_child == child_1
12325 0x000baa98 0x1400bb898 24   50   .rdata  utf16le parent_node->TabBar == 0
12326 0x000baad0 0x1400bb8d0 30   62   .rdata  utf16le parent_node->Windows.Size == 0
12327 0x000bab10 0x1400bb910 69   70   .rdata  ascii   [docking] DockNodeTreeMerge: 0x%08X + 0x%08X back into parent 0x%08X\n
12328 0x000bab60 0x1400bb960 62   126  .rdata  utf16le child_0->SizeRef[axis] > 0.0f && child_1->SizeRef[axis] > 0.0f
12329 0x000babe0 0x1400bb9e0 22   46   .rdata  utf16le axis != ImGuiAxis_None
12330 0x000bac10 0x1400bba10 10   11   .rdata  ascii   ##Splitter
12331 0x000bac20 0x1400bba20 38   78   .rdata  utf16le new_node->CentralNode->IsCentralNode()
12332 0x000bac70 0x1400bba70 9    10   .rdata  ascii   DockSpace
12333 0x000bac80 0x1400bba80 32   66   .rdata  utf16le window->DockId == backup_dock_id
12334 0x000bacc8 0x1400bbac8 21   44   .rdata  utf16le window->DockNode == 0
12335 0x000bad00 0x1400bbb00 60   122  .rdata  utf16le ancestor_node->Size.x > 0.0f && ancestor_node->Size.y > 0.0f
12336 0x000bad80 0x1400bbb80 24   50   .rdata  utf16le node == window->DockNode
12337 0x000badb8 0x1400bbbb8 26   54   .rdata  utf16le window->DockId == node->ID
12338 0x000badf0 0x1400bbbf0 44   90   .rdata  utf16le node->Size.x >= 0.0f && node->Size.y >= 0.0f
12339 0x000bae50 0x1400bbc50 51   104  .rdata  utf16le (window->Flags & ImGuiWindowFlags_ChildWindow) == 0
12340 0x000baeb8 0x1400bbcb8 28   58   .rdata  utf16le g.ActiveId == window->MoveId
12341 0x000baef8 0x1400bbcf8 24   50   .rdata  utf16le g.MovingWindow == window
12342 0x000baf30 0x1400bbd30 30   62   .rdata  utf16le g.NextWindowData.HasFlags == 0
12343 0x000baf70 0x1400bbd70 49   100  .rdata  utf16le (window->Flags & ImGuiWindowFlags_NoDocking) == 0
12344 0x000bafe0 0x1400bbde0 69   70   .rdata  ascii   [docking] DockSettingsRenameNodeReferences: from 0x%08X -> to 0x%08X\n
12345 0x000bb028 0x1400bbe28 4    5    .rdata  ascii   Data
12346 0x000bb030 0x1400bbe30 8    9    .rdata  ascii   DockNode
12347 0x000bb040 0x1400bbe40 11   12   .rdata  ascii   ID=0x%08X%n
12348 0x000bb050 0x1400bbe50 16   17   .rdata  ascii    Parent=0x%08X%n
12349 0x000bb068 0x1400bbe68 16   17   .rdata  ascii    Window=0x%08X%n
12350 0x000bb080 0x1400bbe80 12   13   .rdata  ascii    Pos=%i,%i%n
12351 0x000bb090 0x1400bbe90 13   14   .rdata  ascii    Size=%i,%i%n
12352 0x000bb0a0 0x1400bbea0 16   17   .rdata  ascii    SizeRef=%i,%i%n
12353 0x000bb0b8 0x1400bbeb8 11   12   .rdata  ascii    Split=%c%n
12354 0x000bb0c8 0x1400bbec8 14   15   .rdata  ascii    NoResize=%d%n
12355 0x000bb0d8 0x1400bbed8 17   18   .rdata  ascii    CentralNode=%d%n
12356 0x000bb0f0 0x1400bbef0 14   15   .rdata  ascii    NoTabBar=%d%n
12357 0x000bb100 0x1400bbf00 18   19   .rdata  ascii    HiddenTabBar=%d%n
12358 0x000bb118 0x1400bbf18 24   25   .rdata  ascii    NoWindowMenuButton=%d%n
12359 0x000bb138 0x1400bbf38 19   20   .rdata  ascii    NoCloseButton=%d%n
12360 0x000bb150 0x1400bbf50 18   19   .rdata  ascii    Selected=0x%08X%n
12361 0x000bb170 0x1400bbf70 49   100  .rdata  utf16le depth < (1 << (sizeof(node_settings.Depth) << 3))
12362 0x000bb1d8 0x1400bbfd8 11   12   .rdata  ascii   [%s][Data]\n
12363 0x000bb1e8 0x1400bbfe8 9    10   .rdata  ascii   DockNode
12364 0x000bb1f8 0x1400bbff8 8    9    .rdata  ascii   %*s%s%*s
12365 0x000bb208 0x1400bc008 10   11   .rdata  ascii    ID=0x%08X
12366 0x000bb218 0x1400bc018 28   29   .rdata  ascii    Parent=0x%08X SizeRef=%d,%d
12367 0x000bb238 0x1400bc038 14   15   .rdata  ascii    Window=0x%08X
12368 0x000bb248 0x1400bc048 21   22   .rdata  ascii    Pos=%d,%d Size=%d,%d
12369 0x000bb260 0x1400bc060 9    10   .rdata  ascii    Split=%c
